title,release_date,developer,publisher,genre,product_rating,user_score,platform,metascore,source
Unepic,1/16/2014,EnjoyUp Games,EnjoyUp Games,Action RPG,Rated T For Teen,7.5,Xbox One,75,dataset3
Unepic,1/16/2014,EnjoyUp Games,EnjoyUp Games,Action RPG,Rated T For Teen,7.5,PlayStation 4,66,dataset3
Unepic,1/16/2014,EnjoyUp Games,EnjoyUp Games,Action RPG,Rated T For Teen,7.5,PlayStation Vita,tbd,dataset3
Unepic,1/16/2014,EnjoyUp Games,EnjoyUp Games,Action RPG,Rated T For Teen,7.5,Nintendo Switch,65,dataset3
The Lord of the Rings: The Battle for Middle-Earth II - The Rise of the Witch-King,11/28/2006,EA LA,EA Games,Real-Time Strategy,Rated T For Teen,8.8,PC,78,dataset3
MLB The Show 18,3/27/2018,Sony Interactive Entertainment,Sony Interactive Entertainment,Baseball Sim,Rated E For Everyone,6.3,PlayStation 4,82,dataset3
Smelter,4/22/2021,X Plus,DANGEN Entertainment,2D Platformer,Rated T For Teen,6.8,PlayStation 4,65,dataset3
Smelter,4/22/2021,X Plus,DANGEN Entertainment,2D Platformer,Rated T For Teen,6.8,Nintendo Switch,75,dataset3
Smelter,4/22/2021,X Plus,DANGEN Entertainment,2D Platformer,Rated T For Teen,6.8,PC,73,dataset3
Smelter,4/22/2021,X Plus,DANGEN Entertainment,2D Platformer,Rated T For Teen,6.8,Xbox One,82,dataset3
Ninjatown: Trees Of Doom!,5/5/2010,"Venan Entertainment, Inc.","Venan Entertainment, Inc.",Action,,,iOS (iPhone/iPad),82,dataset3
The Mage's Tale,6/20/2017,InXile Entertainment,InXile Entertainment,Adventure,Rated T For Teen,7.5,PC,72,dataset3
The Mage's Tale,6/20/2017,InXile Entertainment,InXile Entertainment,Adventure,Rated T For Teen,7.5,PlayStation 4,69,dataset3
The Witcher 3: Wild Hunt - Blood and Wine,5/30/2016,CD Projekt Red Studio,CD Projekt,Action RPG,Rated M For Mature,9.1,PC,92,dataset3
The Witcher 3: Wild Hunt - Blood and Wine,5/30/2016,CD Projekt Red Studio,CD Projekt,Action RPG,Rated M For Mature,9.1,PlayStation 4,91,dataset3
The Witcher 3: Wild Hunt - Blood and Wine,5/30/2016,CD Projekt Red Studio,CD Projekt,Action RPG,Rated M For Mature,9.1,Xbox One,94,dataset3
Port Royale 4,9/25/2020,Gaming Minds Studios,Kalypso,Management,Rated E +10 For Everyone +10,5.2,PC,68,dataset3
Port Royale 4,9/25/2020,Gaming Minds Studios,Kalypso,Management,Rated E +10 For Everyone +10,5.2,Nintendo Switch,tbd,dataset3
Port Royale 4,9/25/2020,Gaming Minds Studios,Kalypso,Management,Rated E +10 For Everyone +10,5.2,Xbox One,83,dataset3
Port Royale 4,9/25/2020,Gaming Minds Studios,Kalypso,Management,Rated E +10 For Everyone +10,5.2,PlayStation 4,67,dataset3
Just Dance 2024 Edition,10/24/2023,Ubisoft,Ubisoft,Dancing,Rated E For Everyone,5.1,Nintendo Switch,72,dataset3
Just Dance 2024 Edition,10/24/2023,Ubisoft,Ubisoft,Dancing,Rated E For Everyone,5.1,Xbox Series X,tbd,dataset3
Just Dance 2024 Edition,10/24/2023,Ubisoft,Ubisoft,Dancing,Rated E For Everyone,5.1,PlayStation 5,68,dataset3
Dying Light,1/27/2015,Techland,Warner Bros. Interactive Entertainment,Survival,Rated M For Mature,8.1,Xbox One,74,dataset3
Dying Light,1/27/2015,Techland,Warner Bros. Interactive Entertainment,Survival,Rated M For Mature,8.1,PC,75,dataset3
Dying Light,1/27/2015,Techland,Warner Bros. Interactive Entertainment,Survival,Rated M For Mature,8.1,PlayStation 4,74,dataset3
Tempo (2015),2/11/2015,Splash Damage,WARCHEST LIMITED,Action,,,iOS (iPhone/iPad),62,dataset3
Conflict: Desert Storm,4/22/2003,Pivotal Games,Gotham Games,Tactical Third Person Shooter,Rated T For Teen,7.8,Xbox,65,dataset3
Conflict: Desert Storm,4/22/2003,Pivotal Games,Gotham Games,Tactical Third Person Shooter,Rated T For Teen,7.8,PC,56,dataset3
Conflict: Desert Storm,4/22/2003,Pivotal Games,Gotham Games,Tactical Third Person Shooter,Rated T For Teen,7.8,PlayStation 2,55,dataset3
Conflict: Desert Storm,4/22/2003,Pivotal Games,Gotham Games,Tactical Third Person Shooter,Rated T For Teen,7.8,GameCube,62,dataset3
Cut the Rope: Time Travel,4/18/2013,ZeptoLab,ZeptoLab,Logic Puzzle,,7.0,iOS (iPhone/iPad),84,dataset3
Exerbeat,5/17/2011,Namco Bandai Games,Namco Bandai Games,Sports,Rated E For Everyone,7.0,Wii,60,dataset3
Far Cry 3: Blood Dragon,5/1/2013,Ubisoft Montreal,Ubisoft,FPS,Rated M For Mature,8.4,Xbox 360,80,dataset3
Far Cry 3: Blood Dragon,5/1/2013,Ubisoft Montreal,Ubisoft,FPS,Rated M For Mature,8.4,PlayStation 3,82,dataset3
Far Cry 3: Blood Dragon,5/1/2013,Ubisoft Montreal,Ubisoft,FPS,Rated M For Mature,8.4,PC,81,dataset3
Yu-Gi-Oh! World Championship 2007,3/20/2007,Konami,Konami,Card Battle,Rated E For Everyone,7.0,DS,76,dataset3
MotoGP 2,5/21/2003,Climax Studios,THQ,Auto Racing Sim,Rated E For Everyone,4.8,Xbox,87,dataset3
MotoGP 2,5/21/2003,Climax Studios,THQ,Auto Racing Sim,Rated E For Everyone,4.8,PC,84,dataset3
Bug Heroes 2,2/19/2014,,,Action,,6.1,iOS (iPhone/iPad),90,dataset3
Swing Away Golf,10/25/2000,T&E Soft,Electronic Arts,Golf,Rated E For Everyone,,PlayStation 2,78,dataset3
Counter-Strike: Source,10/7/2004,Valve Software,Valve Software,Tactical FPS,Rated M For Mature,8.2,PC,88,dataset3
Super Crush K.O.,1/16/2020,Vertex Pop,Vertex Pop,2D Platformer,Rated E +10 For Everyone +10,7.8,Nintendo Switch,77,dataset3
Super Crush K.O.,1/16/2020,Vertex Pop,Vertex Pop,2D Platformer,Rated E +10 For Everyone +10,7.8,PC,69,dataset3
Allegiance,3/31/2000,Microsoft Game Studios,Microsoft Game Studios,Space Combat Sim,Rated E For Everyone,7.3,PC,86,dataset3
Harry Potter and the Prisoner of Azkaban,6/2/2004,EA Games,EA Games,Action Adventure,Rated E For Everyone,8.0,PC,67,dataset3
Harry Potter and the Prisoner of Azkaban,6/2/2004,EA Games,EA Games,Action Adventure,Rated E For Everyone,8.0,PlayStation 2,70,dataset3
Harry Potter and the Prisoner of Azkaban,6/2/2004,EA Games,EA Games,Action Adventure,Rated E For Everyone,8.0,GameCube,67,dataset3
Harry Potter and the Prisoner of Azkaban,6/2/2004,EA Games,EA Games,Action Adventure,Rated E For Everyone,8.0,Xbox,67,dataset3
World of Final Fantasy,10/25/2016,Square Enix,Square Enix,JRPG,Rated E +10 For Everyone +10,7.6,PlayStation 4,77,dataset3
World of Final Fantasy,10/25/2016,Square Enix,Square Enix,JRPG,Rated E +10 For Everyone +10,7.6,PlayStation Vita,77,dataset3
World of Final Fantasy,10/25/2016,Square Enix,Square Enix,JRPG,Rated E +10 For Everyone +10,7.6,PC,77,dataset3
Star Wars: Bounty Hunter,11/19/2002,LucasArts,LucasArts,Third Person Shooter,Rated T For Teen,7.8,PlayStation 2,65,dataset3
Star Wars: Bounty Hunter,11/19/2002,LucasArts,LucasArts,Third Person Shooter,Rated T For Teen,7.8,GameCube,67,dataset3
Half-Life,11/19/1998,Valve Software,Sierra Entertainment,FPS,Rated M For Mature,9.1,PC,96,dataset3
Half-Life,11/19/1998,Valve Software,Sierra Entertainment,FPS,Rated M For Mature,9.1,PlayStation 2,87,dataset3
Vader Immortal: Episode I,5/21/2019,ILMxLab,Disney Interactive Studios,First-Person Adventure,,7.0,PC,78,dataset3
Pool Panic,7/19/2018,Rekim,Adult Swim,Action Adventure,Rated E +10 For Everyone +10,7.0,Nintendo Switch,71,dataset3
Pool Panic,7/19/2018,Rekim,Adult Swim,Action Adventure,Rated E +10 For Everyone +10,7.0,PC,tbd,dataset3
The Scourge Project: Episodes 1 and 2,4/9/2010,Tragnarion Studios,BITBOX S.L.,FPS,,3.5,PC,44,dataset3
Bejeweled Twist,10/27/2008,PopCap,PopCap,Matching Puzzle,Rated E For Everyone,7.7,PC,78,dataset3
Bejeweled Twist,10/27/2008,PopCap,PopCap,Matching Puzzle,Rated E For Everyone,7.7,DS,77,dataset3
Jak II,10/14/2003,Naughty Dog,SCEA,3D Platformer,Rated T For Teen,8.4,PlayStation 2,87,dataset3
Senran Kagura Reflexions,9/13/2018,Honey Parade Games,XSEED Games,Adventure,Rated M For Mature,7.7,Nintendo Switch,39,dataset3
World War II Online: Blitzkrieg,6/4/2001,Cornered Rat,Strategy First,FPS,Rated T For Teen,,PC,57,dataset3
Arena of Valor,9/25/2018,TiMi Studios,Tencent,MOBA,,6.7,Nintendo Switch,79,dataset3
Arena of Valor,9/25/2018,TiMi Studios,Tencent,MOBA,,6.7,iOS (iPhone/iPad),tbd,dataset3
MLB 2006,3/8/2005,989 Sports,SCEA,Baseball Sim,Rated E For Everyone,,PlayStation 2,81,dataset3
Majesty 2: Kingmaker,3/26/2010,1C Entertainment,Paradox Interactive,Strategy,Rated T For Teen,7.3,PC,60,dataset3
Bird Mania 3D,5/3/2012,Teyon,Teyon,Arcade,Rated E For Everyone,6.2,3DS,51,dataset3
Heavy Fire: Red Shadow,10/16/2018,Mastiff,Mastiff,FPS,Rated T For Teen,4.3,Xbox One,40,dataset3
Heavy Fire: Red Shadow,10/16/2018,Mastiff,Mastiff,FPS,Rated T For Teen,4.3,PlayStation 4,38,dataset3
TRON RUN/r,2/16/2016,Sanzaru Games,Disney Interactive Studios,3D Platformer,Rated E +10 For Everyone +10,6.5,PC,tbd,dataset3
TRON RUN/r,2/16/2016,Sanzaru Games,Disney Interactive Studios,3D Platformer,Rated E +10 For Everyone +10,6.5,PlayStation 4,64,dataset3
TRON RUN/r,2/16/2016,Sanzaru Games,Disney Interactive Studios,3D Platformer,Rated E +10 For Everyone +10,6.5,Xbox One,tbd,dataset3
Traitors Gate,4/30/2000,Daydream Software,DreamCatcher Interactive,Adventure,Rated E For Everyone,4.6,PC,63,dataset3
Resident Evil: Revelations,2/7/2012,Capcom,Capcom,Survival,Rated M For Mature,8.4,PlayStation 3,74,dataset3
Resident Evil: Revelations,2/7/2012,Capcom,Capcom,Survival,Rated M For Mature,8.4,3DS,82,dataset3
Resident Evil: Revelations,2/7/2012,Capcom,Capcom,Survival,Rated M For Mature,8.4,PC,77,dataset3
Resident Evil: Revelations,2/7/2012,Capcom,Capcom,Survival,Rated M For Mature,8.4,Wii U,80,dataset3
Resident Evil: Revelations,2/7/2012,Capcom,Capcom,Survival,Rated M For Mature,8.4,Xbox 360,75,dataset3
Resident Evil: Revelations,2/7/2012,Capcom,Capcom,Survival,Rated M For Mature,8.4,Xbox One,78,dataset3
Resident Evil: Revelations,2/7/2012,Capcom,Capcom,Survival,Rated M For Mature,8.4,PlayStation 4,70,dataset3
Resident Evil: Revelations,2/7/2012,Capcom,Capcom,Survival,Rated M For Mature,8.4,Nintendo Switch,78,dataset3
MechWarrior 4: Black Knight Expansion,10/31/2001,Cyberlore Studios,Microsoft Game Studios,Vehicle Combat Sim,Rated T For Teen,6.8,PC,78,dataset3
Wallace & Gromit in Project Zoo,10/7/2003,Frontier Developments,Bam Entertainment,3D Platformer,Rated E For Everyone,2.3,Xbox,63,dataset3
Wallace & Gromit in Project Zoo,10/7/2003,Frontier Developments,Bam Entertainment,3D Platformer,Rated E For Everyone,2.3,GameCube,66,dataset3
Wallace & Gromit in Project Zoo,10/7/2003,Frontier Developments,Bam Entertainment,3D Platformer,Rated E For Everyone,2.3,PlayStation 2,67,dataset3
Crusty Demons,6/27/2006,Climax Studios,Evolved Games,Arcade Racing,Rated M For Mature,,Xbox,51,dataset3
N.O.V.A. 2 - Near Orbit Vanguard Alliance,12/16/2010,Gameloft,Gameloft,FPS,,6.8,iOS (iPhone/iPad),90,dataset3
Dark Arcana: The Carnival,3/17/2017,Artifex Mundi,Artifex Mundi,Hidden Object,Rated T For Teen,,Xbox One,68,dataset3
Dark Arcana: The Carnival,3/17/2017,Artifex Mundi,Artifex Mundi,Hidden Object,Rated T For Teen,,PlayStation 4,tbd,dataset3
Regalia: Of Men and Monarchs,5/18/2017,Pixelated Milk,Klabater,Turn-Based Tactics,,7.7,PC,73,dataset3
Train Fever,9/4/2014,Urban Games,Gambitious,Train Sim,,6.9,PC,67,dataset3
Star Trek: Elite Force II,6/25/2003,Ritual Entertainment,Activision,FPS,Rated T For Teen,8.0,PC,78,dataset3
Street Supremacy,2/28/2006,Genki,Konami,Auto Racing Sim,Rated E For Everyone,,PSP,41,dataset3
Tales of Symphonia Remastered,2/17/2023,Bandai Namco Games,Bandai Namco Games,Action RPG,Rated T For Teen,3.8,Nintendo Switch,63,dataset3
Tales of Symphonia Remastered,2/17/2023,Bandai Namco Games,Bandai Namco Games,Action RPG,Rated T For Teen,3.8,PlayStation 4,68,dataset3
Tales of Symphonia Remastered,2/17/2023,Bandai Namco Games,Bandai Namco Games,Action RPG,Rated T For Teen,3.8,Xbox One,tbd,dataset3
War for the Overworld,4/2/2015,Subterranean Games,Subterranean Games,Real-Time Strategy,,7.9,PC,65,dataset3
Super Smash Bros. Ultimate,12/7/2018,Nintendo,Nintendo,2D Fighting,Rated E +10 For Everyone +10,8.6,Nintendo Switch,93,dataset3
Lotus Challenge,4/30/2003,Kuju Entertainment,Xicat Interactive,Auto Racing Sim,Rated E For Everyone,,Xbox,61,dataset3
The Sims 2: Nightlife,9/13/2005,Maxis,EA Games,Virtual Life,Rated T For Teen,4.2,PC,76,dataset3
Insurgency: Sandstorm,12/12/2018,New World Interactive,Focus Home Interactive,Tactical FPS,Rated M For Mature,8.0,PC,78,dataset3
Insurgency: Sandstorm,12/12/2018,New World Interactive,Focus Home Interactive,Tactical FPS,Rated M For Mature,8.0,Xbox One,83,dataset3
Insurgency: Sandstorm,12/12/2018,New World Interactive,Focus Home Interactive,Tactical FPS,Rated M For Mature,8.0,PlayStation 4,78,dataset3
Yo-kai Watch,11/6/2015,Level 5,Nintendo,Trainer RPG,Rated E +10 For Everyone +10,8.1,3DS,76,dataset3
The Great Circus Mystery Starring Mickey & Minnie,11/12/2003,Klein Computer Entertainment,Capcom,2D Platformer,Rated E For Everyone,,Game Boy Advance,63,dataset3
MechCommander 2,7/18/2001,Microsoft Game Studios,Microsoft Game Studios,Strategy,Rated T For Teen,7.8,PC,80,dataset3
Pirates vs Ninjas Dodgeball,9/3/2008,Blazing Lizard,SouthPeak Games,Individual Sports,Rated E +10 For Everyone +10,8.0,Xbox 360,44,dataset3
Pirates vs Ninjas Dodgeball,9/3/2008,Blazing Lizard,SouthPeak Games,Individual Sports,Rated E +10 For Everyone +10,8.0,Wii,46,dataset3
After Us,5/23/2023,Piccolo,Private Division,Action Adventure,Rated T For Teen,6.0,PlayStation 5,65,dataset3
After Us,5/23/2023,Piccolo,Private Division,Action Adventure,Rated T For Teen,6.0,PC,71,dataset3
After Us,5/23/2023,Piccolo,Private Division,Action Adventure,Rated T For Teen,6.0,Xbox Series X,76,dataset3
Gigantic Army,2/5/2014,Astro Port,Nyu Media,Action,,6.7,PC,73,dataset3
Gigantic Army,2/5/2014,Astro Port,Nyu Media,Action,,6.7,Nintendo Switch,tbd,dataset3
SaGa Scarlet Grace: Ambitions,12/3/2019,Square Enix,Square Enix,JRPG,Rated T For Teen,6.3,Nintendo Switch,79,dataset3
SaGa Scarlet Grace: Ambitions,12/3/2019,Square Enix,Square Enix,JRPG,Rated T For Teen,6.3,PlayStation 4,76,dataset3
SaGa Scarlet Grace: Ambitions,12/3/2019,Square Enix,Square Enix,JRPG,Rated T For Teen,6.3,PC,tbd,dataset3
SaGa Scarlet Grace: Ambitions,12/3/2019,Square Enix,Square Enix,JRPG,Rated T For Teen,6.3,iOS (iPhone/iPad),tbd,dataset3
Haven Park,8/5/2021,Bubble Studio,Mooneye Studios,Third-Person Adventure,Rated E For Everyone,7.5,PC,tbd,dataset3
Haven Park,8/5/2021,Bubble Studio,Mooneye Studios,Third-Person Adventure,Rated E For Everyone,7.5,Nintendo Switch,68,dataset3
Capsized,7/5/2013,Koolhaus Games,Namco Bandai Games,2D Platformer,Rated T For Teen,6.8,Xbox 360,74,dataset3
Capsized,7/5/2013,Koolhaus Games,Namco Bandai Games,2D Platformer,Rated T For Teen,6.8,PC,80,dataset3
Pipe Mania,9/26/2008,Razorworks,Empire Interactive,Action Puzzle,Rated E For Everyone,,DS,71,dataset3
Pipe Mania,9/26/2008,Razorworks,Empire Interactive,Action Puzzle,Rated E For Everyone,,PlayStation 2,68,dataset3
Pipe Mania,9/26/2008,Razorworks,Empire Interactive,Action Puzzle,Rated E For Everyone,,PC,tbd,dataset3
Pipe Mania,9/26/2008,Razorworks,Empire Interactive,Action Puzzle,Rated E For Everyone,,PSP,74,dataset3
The Godfather,3/21/2006,Page 44 Studios,Electronic Arts,Open-World Action,Rated M For Mature,8.1,PC,72,dataset3
The Godfather,3/21/2006,Page 44 Studios,Electronic Arts,Open-World Action,Rated M For Mature,8.1,PlayStation 2,75,dataset3
The Godfather,3/21/2006,Page 44 Studios,Electronic Arts,Open-World Action,Rated M For Mature,8.1,Xbox,77,dataset3
The Godfather,3/21/2006,Page 44 Studios,Electronic Arts,Open-World Action,Rated M For Mature,8.1,Xbox 360,77,dataset3
The Godfather,3/21/2006,Page 44 Studios,Electronic Arts,Open-World Action,Rated M For Mature,8.1,Wii,77,dataset3
The Godfather,3/21/2006,Page 44 Studios,Electronic Arts,Open-World Action,Rated M For Mature,8.1,PlayStation 3,70,dataset3
Raiden IV x Mikado Remix,1/31/2023,Moss,NIS America,Vertical Shoot-'Em-Up,Rated E +10 For Everyone +10,,Nintendo Switch,85,dataset3
Raiden IV x Mikado Remix,1/31/2023,Moss,NIS America,Vertical Shoot-'Em-Up,Rated E +10 For Everyone +10,,PlayStation 5,74,dataset3
Raiden IV x Mikado Remix,1/31/2023,Moss,NIS America,Vertical Shoot-'Em-Up,Rated E +10 For Everyone +10,,Xbox Series X,78,dataset3
Raiden IV x Mikado Remix,1/31/2023,Moss,NIS America,Vertical Shoot-'Em-Up,Rated E +10 For Everyone +10,,PC,tbd,dataset3
Raiden IV x Mikado Remix,1/31/2023,Moss,NIS America,Vertical Shoot-'Em-Up,Rated E +10 For Everyone +10,,Xbox One,tbd,dataset3
Frostpunk,4/24/2018,11 bit studios,Merge Games,Management,Rated M For Mature,8.4,PC,84,dataset3
Frostpunk,4/24/2018,11 bit studios,Merge Games,Management,Rated M For Mature,8.4,Xbox One,84,dataset3
Frostpunk,4/24/2018,11 bit studios,Merge Games,Management,Rated M For Mature,8.4,PlayStation 4,87,dataset3
Phantasy Star Universe,10/25/2006,Sonic Team,Sega,Action RPG,Rated T For Teen,7.1,PlayStation 2,68,dataset3
Phantasy Star Universe,10/25/2006,Sonic Team,Sega,Action RPG,Rated T For Teen,7.1,PC,59,dataset3
Phantasy Star Universe,10/25/2006,Sonic Team,Sega,Action RPG,Rated T For Teen,7.1,Xbox 360,64,dataset3
Disney/Pixar Toy Story Racer,3/5/2001,Traveller's Tales,Activision,Auto Racing,Rated E For Everyone,8.0,PlayStation,76,dataset3
Harry Potter for Kinect,10/9/2012,Eurocom,Warner Bros. Interactive Entertainment,Action Adventure,Rated E +10 For Everyone +10,4.7,Xbox 360,54,dataset3
Narco Terror,7/31/2013,Koch Media,Deep Silver,Third Person Shooter,Rated M For Mature,5.9,Xbox 360,50,dataset3
Narco Terror,7/31/2013,Koch Media,Deep Silver,Third Person Shooter,Rated M For Mature,5.9,PC,tbd,dataset3
Narco Terror,7/31/2013,Koch Media,Deep Silver,Third Person Shooter,Rated M For Mature,5.9,PlayStation 3,55,dataset3
Medieval Dynasty,12/17/2020,Render Cube,Toplitz Productions,Survival,Rated T For Teen,6.4,PC,73,dataset3
Medieval Dynasty,12/17/2020,Render Cube,Toplitz Productions,Survival,Rated T For Teen,6.4,PlayStation 5,tbd,dataset3
Medieval Dynasty,12/17/2020,Render Cube,Toplitz Productions,Survival,Rated T For Teen,6.4,Xbox Series X,tbd,dataset3
Max: The Curse of Brotherhood,12/20/2013,Press Play,Microsoft Game Studios,Action Adventure,Rated E +10 For Everyone +10,7.4,Xbox 360,tbd,dataset3
Max: The Curse of Brotherhood,12/20/2013,Press Play,Microsoft Game Studios,Action Adventure,Rated E +10 For Everyone +10,7.4,Xbox One,72,dataset3
Max: The Curse of Brotherhood,12/20/2013,Press Play,Microsoft Game Studios,Action Adventure,Rated E +10 For Everyone +10,7.4,PC,tbd,dataset3
Max: The Curse of Brotherhood,12/20/2013,Press Play,Microsoft Game Studios,Action Adventure,Rated E +10 For Everyone +10,7.4,PlayStation 4,67,dataset3
Max: The Curse of Brotherhood,12/20/2013,Press Play,Microsoft Game Studios,Action Adventure,Rated E +10 For Everyone +10,7.4,Nintendo Switch,73,dataset3
Need for Speed: ProStreet,11/15/2007,EA Black Box,EA Games,Auto Racing Sim,Rated E +10 For Everyone +10,7.0,Xbox 360,72,dataset3
Need for Speed: ProStreet,11/15/2007,EA Black Box,EA Games,Auto Racing Sim,Rated E +10 For Everyone +10,7.0,Wii,61,dataset3
Need for Speed: ProStreet,11/15/2007,EA Black Box,EA Games,Auto Racing Sim,Rated E +10 For Everyone +10,7.0,PlayStation 3,73,dataset3
Need for Speed: ProStreet,11/15/2007,EA Black Box,EA Games,Auto Racing Sim,Rated E +10 For Everyone +10,7.0,PlayStation 2,62,dataset3
Need for Speed: ProStreet,11/15/2007,EA Black Box,EA Games,Auto Racing Sim,Rated E +10 For Everyone +10,7.0,PSP,57,dataset3
Need for Speed: ProStreet,11/15/2007,EA Black Box,EA Games,Auto Racing Sim,Rated E +10 For Everyone +10,7.0,DS,74,dataset3
Need for Speed: ProStreet,11/15/2007,EA Black Box,EA Games,Auto Racing Sim,Rated E +10 For Everyone +10,7.0,PC,70,dataset3
Saints Row IV: Re-Elected & Gat Out of Hell,1/20/2015,Volition Inc.,Deep Silver,Open-World Action,Rated M For Mature,6.6,Xbox One,tbd,dataset3
Saints Row IV: Re-Elected & Gat Out of Hell,1/20/2015,Volition Inc.,Deep Silver,Open-World Action,Rated M For Mature,6.6,PlayStation 4,66,dataset3
Monster Jam Steel Titans 2,3/2/2021,Rainbow Studios,THQ Nordic,Auto Racing,Rated E For Everyone,4.6,Xbox One,60,dataset3
Monster Jam Steel Titans 2,3/2/2021,Rainbow Studios,THQ Nordic,Auto Racing,Rated E For Everyone,4.6,PlayStation 4,61,dataset3
Monster Jam Steel Titans 2,3/2/2021,Rainbow Studios,THQ Nordic,Auto Racing,Rated E For Everyone,4.6,PC,56,dataset3
Monster Jam Steel Titans 2,3/2/2021,Rainbow Studios,THQ Nordic,Auto Racing,Rated E For Everyone,4.6,Nintendo Switch,56,dataset3
Picross S 3,4/25/2019,Jupiter Corporation,Jupiter Corporation,Logic Puzzle,Rated E For Everyone,8.3,Nintendo Switch,78,dataset3
Mighty Goose,6/5/2021,Blastmode,Playism,2D Platformer,Rated E +10 For Everyone +10,7.5,Nintendo Switch,74,dataset3
Mighty Goose,6/5/2021,Blastmode,Playism,2D Platformer,Rated E +10 For Everyone +10,7.5,PC,71,dataset3
Mighty Goose,6/5/2021,Blastmode,Playism,2D Platformer,Rated E +10 For Everyone +10,7.5,PlayStation 4,tbd,dataset3
Mighty Goose,6/5/2021,Blastmode,Playism,2D Platformer,Rated E +10 For Everyone +10,7.5,Xbox One,tbd,dataset3
Mighty Goose,6/5/2021,Blastmode,Playism,2D Platformer,Rated E +10 For Everyone +10,7.5,PlayStation 5,tbd,dataset3
World War II: Frontline Command,6/27/2003,The Bitmap Brothers,Strategy First,Real-Time Strategy,Rated T For Teen,6.0,PC,70,dataset3
Vempire,10/22/2009,impressionware,impressionware,Logic Puzzle,Rated E For Everyone,,PSP,66,dataset3
World War II: Prisoner of War,8/26/2002,Wide Games,Codemasters,Third Person Shooter,Rated T For Teen,5.5,PC,64,dataset3
World War II: Prisoner of War,8/26/2002,Wide Games,Codemasters,Third Person Shooter,Rated T For Teen,5.5,Xbox,64,dataset3
ESPN Final Round Golf 2002,8/28/2001,Konami Computer Entertainment Nagoya,Konami,Golf Sim,Rated E For Everyone,,Game Boy Advance,70,dataset3
Tak and the Power of Juju,10/15/2003,Avalanche Software,THQ,3D Platformer,Rated E For Everyone,7.6,PlayStation 2,68,dataset3
Tak and the Power of Juju,10/15/2003,Avalanche Software,THQ,3D Platformer,Rated E For Everyone,7.6,GameCube,71,dataset3
Game of Thrones,5/15/2012,Cyanide,Atlus,Western RPG,Rated M For Mature,5.2,PlayStation 3,53,dataset3
Game of Thrones,5/15/2012,Cyanide,Atlus,Western RPG,Rated M For Mature,5.2,Xbox 360,52,dataset3
Game of Thrones,5/15/2012,Cyanide,Atlus,Western RPG,Rated M For Mature,5.2,PC,58,dataset3
Where's My Perry?,6/28/2012,,,Puzzle,Rated RP For Rate Pending,6.6,iOS (iPhone/iPad),84,dataset3
Bleach: The Blade of Fate,10/9/2007,Treasure,Sega,2D Fighting,Rated T For Teen,6.1,DS,83,dataset3
EGGLIA Rebirth,2/10/2022,Brownies,Brownies,JRPG,Rated E For Everyone,,Nintendo Switch,65,dataset3
Wonderputt,9/13/2012,Damp Gnat Ltd,Damp Gnat Ltd,Adventure,,,iOS (iPhone/iPad),77,dataset3
Crazy Taxi (1999),11/24/2010,Hitmaker,Sega,Auto Racing,Rated E +10 For Everyone +10,7.3,PlayStation 2,80,dataset3
Crazy Taxi (1999),11/24/2010,Hitmaker,Sega,Auto Racing,Rated E +10 For Everyone +10,7.3,PC,tbd,dataset3
Crazy Taxi (1999),11/24/2010,Hitmaker,Sega,Auto Racing,Rated E +10 For Everyone +10,7.3,GameCube,69,dataset3
Crazy Taxi (1999),11/24/2010,Hitmaker,Sega,Auto Racing,Rated E +10 For Everyone +10,7.3,PlayStation 3,60,dataset3
Crazy Taxi (1999),11/24/2010,Hitmaker,Sega,Auto Racing,Rated E +10 For Everyone +10,7.3,Xbox 360,59,dataset3
Crazy Taxi (1999),11/24/2010,Hitmaker,Sega,Auto Racing,Rated E +10 For Everyone +10,7.3,iOS (iPhone/iPad),78,dataset3
Commanders: Attack,2/13/2008,Southend Interactive,Sierra Online,Turn-Based Tactics,Rated E +10 For Everyone +10,8.0,Xbox 360,72,dataset3
Nostradamus: The Last Prophecy,9/30/2007,Kheops Studio,MC2 Entertainment,Adventure,Rated E +10 For Everyone +10,6.4,PC,70,dataset3
Avatar: Frontiers of Pandora,12/7/2023,Massive Entertainment,Ubisoft,Open-World Action,Rated T For Teen,7.7,PC,72,dataset3
Avatar: Frontiers of Pandora,12/7/2023,Massive Entertainment,Ubisoft,Open-World Action,Rated T For Teen,7.7,PlayStation 5,72,dataset3
Avatar: Frontiers of Pandora,12/7/2023,Massive Entertainment,Ubisoft,Open-World Action,Rated T For Teen,7.7,Xbox Series X,75,dataset3
Biomutant,5/25/2021,Experiment 101,THQ Nordic,Action RPG,Rated T For Teen,6.3,Xbox One,68,dataset3
Biomutant,5/25/2021,Experiment 101,THQ Nordic,Action RPG,Rated T For Teen,6.3,PlayStation 4,64,dataset3
Biomutant,5/25/2021,Experiment 101,THQ Nordic,Action RPG,Rated T For Teen,6.3,PC,66,dataset3
Biomutant,5/25/2021,Experiment 101,THQ Nordic,Action RPG,Rated T For Teen,6.3,Xbox Series X,79,dataset3
Biomutant,5/25/2021,Experiment 101,THQ Nordic,Action RPG,Rated T For Teen,6.3,PlayStation 5,69,dataset3
Killzone: Liberation,10/31/2006,Guerrilla,SCEA,Top-Down Shoot-'Em-Up,Rated T For Teen,7.9,PSP,77,dataset3
